,DATE,EMEA_Gen_TR,EM_Gen_TR,EM_Good_Y,EM_High_Y,US_AAA_TR,US_AAA_Y,US_AA_TR,US_AA_Y,US_A_TR,US_A_Y,US_BBB_TR,US_BBB_Y,US_BB_TR,US_BB_Y,US_B_TR,US_B_Y,US_CCC_TR,US_CCC_Y,US_Gen_TR,US_Gen_Y,US_High_Y
653,2001-06-28,168.91,133.04,6.96,12.11,285.8,5.77,295.12,6.0,291.25,6.48,295.62,7.26,135.73,8.96,109.15,13.84,92.36,25.63,1151.59,6.66,13.34
654,2001-06-29,168.32,132.66,7.06,12.08,284.93,5.83,294.29,6.04,290.39,6.53,294.67,7.32,135.64,8.98,109.17,13.64,91.74,25.79,1148.12,6.71,13.27
655,2001-06-30,168.36,132.69,7.08,12.19,284.98,5.85,294.35,6.06,290.45,6.53,294.72,7.35,135.67,9.09,109.2,13.17,91.78,26.12,1148.33,6.73,13.29
656,2001-07-02,168.8,132.9,7.03,12.19,285.55,5.8,295.33,6.0,291.54,6.46,295.91,7.28,135.95,9.04,109.68,13.1,92.29,25.87,1152.63,6.66,13.21
657,2001-07-03,168.66,132.87,7.03,12.22,285.27,5.82,295.06,6.02,291.27,6.47,295.6,7.3,135.87,9.06,109.82,13.06,92.56,25.75,1151.51,6.68,13.19
658,2001-07-04,168.63,132.85,7.05,12.23,285.33,5.82,295.11,6.02,291.33,6.47,295.66,7.3,135.91,9.06,109.85,13.06,92.59,25.77,1151.74,6.68,13.19
659,2001-07-05,168.86,132.78,7.07,12.22,284.66,5.86,294.51,6.06,290.58,6.52,294.79,7.37,135.84,9.07,110.01,13.04,92.55,25.83,1148.72,6.74,13.19
660,2001-07-06,168.74,132.81,7.04,12.05,285.55,5.79,295.3,5.99,291.41,6.46,295.56,7.32,136.02,9.05,110.04,13.04,92.48,25.86,1151.89,6.68,13.19
661,2001-07-09,168.55,132.87,7.02,12.07,286.09,5.77,295.78,5.97,292.0,6.44,296.2,7.27,136.13,9.05,109.85,13.08,92.05,25.74,1154.22,6.64,13.18
662,2001-07-10,168.89,133.02,6.97,12.09,286.83,5.72,296.59,5.92,292.82,6.38,297.0,7.22,136.19,9.04,109.72,13.09,91.82,25.83,1157.39,6.59,13.19
663,2001-07-11,167.45,132.17,6.95,12.51,286.77,5.72,296.5,5.92,292.74,6.39,296.83,7.23,136.29,9.02,109.52,13.13,91.64,25.9,1156.95,6.6,13.21
664,2001-07-12,166.72,131.72,6.96,12.71,287.28,5.7,296.98,5.9,293.33,6.36,297.63,7.19,136.5,9.0,109.39,13.16,91.18,26.11,1159.47,6.56,13.22
665,2001-07-13,166.44,131.49,6.98,12.85,287.29,5.71,297.06,5.91,293.45,6.36,297.71,7.2,136.61,8.99,109.25,13.19,91.27,26.08,1159.86,6.57,13.23
666,2001-07-16,166.34,131.63,6.93,12.87,288.12,5.67,297.92,5.85,294.34,6.3,298.67,7.14,136.96,8.94,109.15,13.18,91.7,25.91,1163.44,6.52,13.18
667,2001-07-17,164.83,130.67,6.94,13.43,288.12,5.67,297.87,5.86,294.37,6.31,298.69,7.15,136.88,8.95,108.9,13.23,91.17,26.07,1163.49,6.52,13.22
668,2001-07-18,164.01,130.72,6.91,13.47,289.51,5.57,299.31,5.75,295.99,6.2,300.26,7.05,137.08,8.91,108.57,13.28,90.89,26.18,1169.66,6.42,13.24
669,2001-07-19,164.44,130.93,6.87,13.44,289.31,5.58,299.15,5.77,295.76,6.22,300.08,7.07,137.13,8.89,108.49,13.3,90.85,26.21,1168.86,6.43,13.24
670,2001-07-20,164.74,130.85,6.86,13.56,289.26,5.58,299.23,5.76,295.9,6.2,300.19,7.06,137.13,8.89,108.55,13.3,91.55,25.9,1169.33,6.42,13.21
671,2001-07-23,165.35,131.35,6.85,13.29,289.88,5.53,299.64,5.74,296.48,6.18,300.7,7.04,137.41,8.86,108.85,13.27,92.22,25.8,1171.41,6.4,13.18
672,2001-07-24,165.45,131.45,6.83,13.3,290.14,5.52,299.95,5.72,296.88,6.15,301.21,7.02,137.36,8.87,109.24,13.21,92.55,25.75,1173.07,6.38,13.16
673,2001-07-25,165.39,131.63,6.83,13.25,289.31,5.57,299.03,5.78,295.85,6.22,300.17,7.08,137.09,8.93,109.38,13.2,92.82,25.62,1169.09,6.44,13.17
674,2001-07-26,165.61,131.54,6.84,13.29,289.56,5.54,299.32,5.75,296.16,6.19,300.52,7.06,137.34,8.89,109.59,13.18,92.84,25.31,1170.35,6.42,13.1
675,2001-07-27,165.9,131.52,6.78,13.35,290.4,5.49,300.23,5.69,297.13,6.13,301.59,7.0,137.66,8.85,109.87,13.14,93.87,25.09,1174.25,6.35,13.05
676,2001-07-30,165.75,131.64,6.76,13.37,290.98,5.46,300.78,5.66,297.87,6.1,302.52,6.95,137.91,8.83,110.26,13.08,94.04,25.44,1177.29,6.32,13.06
677,2001-07-31,166.04,131.5,6.85,13.95,291.64,5.41,301.55,5.6,298.73,6.05,303.31,6.94,138.23,8.87,110.4,13.02,94.05,25.75,1180.49,6.29,12.98
678,2001-08-01,166.09,131.43,6.85,13.82,291.17,5.44,301.13,5.62,298.34,6.07,303.04,6.95,138.26,8.84,110.75,12.88,94.45,25.1,1179.11,6.3,12.82
679,2001-08-02,166.25,131.37,6.89,13.81,290.47,5.49,300.35,5.68,297.44,6.13,302.0,7.02,138.24,8.84,111.05,12.81,94.25,24.79,1175.48,6.36,12.75
680,2001-08-03,166.49,131.38,6.9,13.8,290.24,5.51,300.12,5.7,297.19,6.15,301.8,7.03,138.21,8.85,111.26,12.79,94.56,24.71,1174.56,6.38,12.74
681,2001-08-06,166.77,131.41,6.89,13.82,290.45,5.49,300.37,5.68,297.44,6.14,302.07,7.02,138.44,8.82,111.63,12.75,94.7,24.75,1175.57,6.37,12.72
682,2001-08-07,167.32,131.49,6.89,13.81,290.46,5.5,300.29,5.69,297.4,6.14,302.01,7.03,138.64,8.8,111.83,12.72,95.32,24.63,1175.37,6.37,12.68
683,2001-08-08,167.76,131.77,6.84,13.79,291.95,5.39,301.86,5.59,299.16,6.03,303.79,6.93,139.03,8.75,111.93,12.7,95.7,24.54,1182.17,6.27,12.65
684,2001-08-09,168.73,132.17,6.77,13.76,291.6,5.41,301.49,5.61,298.75,6.06,303.29,6.95,139.01,8.76,111.77,12.72,95.71,24.58,1180.47,6.29,12.66
685,2001-08-10,168.69,132.14,6.78,13.76,292.14,5.38,302.05,5.57,299.35,6.02,303.96,6.92,139.0,8.75,111.58,12.78,95.74,24.56,1182.89,6.26,12.68
686,2001-08-13,168.72,132.64,6.73,13.61,292.59,5.34,302.51,5.54,299.76,5.99,304.25,6.91,139.13,8.75,111.53,12.84,95.84,24.59,1184.37,6.24,12.72
687,2001-08-14,168.3,132.51,6.76,13.6,292.47,5.37,302.32,5.56,299.51,6.02,304.14,6.92,139.19,8.74,111.49,12.84,95.93,24.59,1183.64,6.26,12.71
688,2001-08-15,167.52,132.45,6.78,13.56,292.17,5.41,301.96,5.6,298.97,6.06,303.67,6.95,139.19,8.72,111.41,12.81,95.96,24.4,1181.74,6.29,12.66
689,2001-08-16,167.22,132.67,6.76,13.48,292.82,5.36,302.58,5.56,299.54,6.03,304.32,6.91,139.31,8.71,111.32,12.82,96.02,24.36,1184.12,6.26,12.66
690,2001-08-17,167.47,133.01,6.67,13.47,294.01,5.28,303.85,5.47,300.68,5.96,305.66,6.83,139.5,8.67,111.07,12.86,95.75,24.45,1188.95,6.18,12.66
691,2001-08-20,167.11,132.92,6.7,13.49,293.36,5.34,303.01,5.55,299.64,6.03,304.53,6.9,139.44,8.69,111.11,12.87,95.44,24.63,1184.88,6.25,12.69
692,2001-08-21,166.58,132.9,6.71,13.5,293.6,5.32,303.34,5.52,299.95,6.01,304.68,6.9,139.51,8.68,110.84,12.92,95.05,24.71,1185.9,6.24,12.71
693,2001-08-22,166.73,133.02,6.71,13.46,293.46,5.34,303.29,5.54,299.98,6.02,304.54,6.92,139.43,8.69,110.53,12.97,94.75,24.81,1185.72,6.25,12.75
694,2001-08-23,166.8,133.0,6.7,13.54,293.94,5.31,303.82,5.51,300.52,5.99,305.15,6.89,139.59,8.67,110.42,12.99,94.28,24.89,1187.91,6.22,12.75
695,2001-08-24,166.77,132.96,6.71,13.55,293.48,5.34,303.4,5.53,300.01,6.02,304.63,6.92,139.51,8.68,110.51,12.99,93.96,24.97,1185.96,6.25,12.76
696,2001-08-27,166.92,133.03,6.7,13.56,293.45,5.35,303.32,5.55,299.92,6.04,304.55,6.93,139.49,8.69,110.58,13.0,94.47,24.97,1185.64,6.26,12.78
697,2001-08-28,167.55,133.24,6.67,13.52,294.64,5.27,304.57,5.47,301.38,5.95,306.09,6.85,139.78,8.66,110.74,12.98,94.58,24.94,1191.32,6.18,12.75
698,2001-08-29,168.01,133.64,6.61,13.48,295.45,5.23,305.43,5.41,302.28,5.9,307.21,6.79,139.97,8.63,110.84,12.97,94.26,25.01,1195.15,6.12,12.74
699,2001-08-30,168.21,133.87,6.6,13.4,295.63,5.19,305.51,5.39,302.4,5.88,307.37,6.77,140.09,8.61,110.86,12.97,94.27,25.0,1195.64,6.11,12.72
700,2001-08-31,168.46,133.84,6.78,13.57,295.14,5.25,305.01,5.47,301.82,5.95,306.71,6.86,140.07,8.71,110.87,12.21,94.27,24.98,1193.3,6.19,12.62
701,2001-09-03,168.55,133.91,6.78,13.57,295.25,5.25,305.12,5.46,301.94,5.94,306.84,6.85,140.13,8.7,110.94,12.19,94.35,24.91,1193.78,6.18,12.6
702,2001-09-04,168.11,133.6,6.87,13.57,293.46,5.38,303.05,5.62,299.61,6.1,304.06,7.01,139.87,8.73,111.05,12.16,94.82,24.82,1184.22,6.34,12.6
703,2001-09-05,168.07,133.72,6.86,13.55,293.81,5.36,303.44,5.59,299.95,6.08,304.5,6.98,139.8,8.74,110.87,12.2,94.52,24.93,1185.73,6.31,12.63
704,2001-09-06,168.3,133.96,6.79,13.55,295.32,5.25,304.96,5.48,301.54,5.97,306.2,6.89,139.88,8.73,110.78,12.22,93.69,25.15,1192.07,6.21,12.65
705,2001-09-07,168.46,134.25,6.72,13.55,296.28,5.16,305.95,5.4,302.25,5.91,306.84,6.84,139.75,8.75,110.38,12.29,93.35,25.28,1194.95,6.15,12.7
706,2001-09-10,167.76,134.18,6.73,13.62,295.98,5.18,305.59,5.42,301.71,5.94,305.84,6.89,139.84,8.77,110.24,12.33,93.39,25.3,1192.31,6.19,12.73
707,2001-09-14,167.92,133.79,6.66,14.04,296.36,4.96,306.7,5.21,303.45,5.76,306.91,6.77,137.18,9.28,106.83,13.22,88.91,26.81,1197.72,6.02,13.49
708,2001-09-17,167.54,133.65,6.68,14.05,294.26,5.03,306.06,5.26,301.98,5.84,305.74,6.83,135.86,9.52,105.67,13.49,87.49,26.87,1192.76,6.09,13.71
709,2001-09-18,167.07,133.48,6.7,14.09,292.68,5.16,304.7,5.35,299.8,5.97,303.06,6.95,135.73,9.53,105.79,13.46,87.57,26.86,1184.03,6.21,13.7
710,2001-09-19,167.45,133.75,6.66,14.11,294.14,4.98,305.91,5.22,301.13,5.85,304.27,6.86,135.49,9.59,105.76,13.48,87.61,26.88,1189.04,6.1,13.74
711,2001-09-20,166.78,133.39,6.68,14.28,295.74,4.98,305.13,5.27,299.93,5.93,302.96,6.93,134.63,9.72,105.34,13.57,86.93,27.16,1184.69,6.17,13.87
712,2001-09-21,166.35,133.26,6.59,14.51,296.11,4.96,305.03,5.29,300.02,5.93,303.16,6.93,133.96,9.85,104.67,13.71,85.94,27.59,1185.11,6.17,14.04
713,2001-09-24,165.87,133.02,6.62,14.55,295.78,4.99,304.65,5.33,299.86,5.96,302.92,6.96,134.29,9.81,104.76,13.72,86.84,27.31,1184.22,6.2,14.0
714,2001-09-25,166.31,133.06,6.67,14.53,296.12,4.96,305.02,5.29,300.4,5.92,303.05,6.94,134.41,9.78,104.51,13.77,85.87,27.65,1185.67,6.17,14.03
715,2001-09-26,166.35,133.13,6.68,14.45,297.29,4.88,306.29,5.21,301.37,5.87,304.42,6.88,134.23,9.8,104.42,13.79,85.62,27.75,1190.22,6.11,14.06
716,2001-09-27,166.34,133.34,6.64,14.38,297.96,4.85,307.25,5.17,302.6,5.81,305.0,6.86,134.03,9.79,104.02,13.86,84.99,27.88,1193.93,6.06,14.09
717,2001-09-28,165.07,132.84,6.66,14.57,298.48,4.85,307.81,5.15,303.2,5.79,305.51,6.85,132.99,9.95,102.89,14.09,83.14,28.53,1196.14,6.05,14.33
718,2001-09-30,165.14,132.89,6.69,14.5,298.59,4.9,307.91,5.08,303.31,5.85,305.63,6.85,133.06,10.04,102.95,14.08,83.21,28.4,1196.59,6.07,14.28
719,2001-10-01,165.56,132.95,6.67,14.48,298.83,4.88,308.27,5.06,303.79,5.82,306.04,6.83,133.1,10.01,102.74,14.03,82.45,28.26,1198.27,6.05,14.2
720,2001-10-02,165.62,133.06,6.65,14.5,299.49,4.83,309.01,5.01,304.54,5.78,306.74,6.79,133.28,9.96,102.72,14.04,82.54,28.27,1201.14,6.01,14.19
721,2001-10-03,166.2,133.2,6.61,14.56,299.59,4.83,309.34,5.0,304.98,5.77,307.36,6.77,133.51,9.91,102.86,14.03,83.06,28.07,1203.0,5.99,14.15
722,2001-10-04,166.47,133.17,6.64,14.55,299.69,4.83,309.71,4.97,305.16,5.76,307.47,6.76,132.82,9.93,103.4,13.95,83.09,27.93,1203.72,5.98,14.12
723,2001-10-05,166.13,133.16,6.65,14.57,299.98,4.79,309.85,4.95,305.3,5.74,307.56,6.75,133.02,9.88,103.45,13.92,81.51,28.3,1204.21,5.97,14.09
724,2001-10-08,166.38,133.24,6.64,14.58,300.14,4.78,310.01,4.94,305.46,5.74,307.75,6.75,133.2,9.86,104.11,13.82,81.6,28.33,1204.89,5.96,14.04
725,2001-10-09,166.11,133.54,6.53,14.56,299.12,4.84,308.98,5.0,304.32,5.81,306.37,6.82,133.11,9.89,104.25,13.81,81.7,28.26,1200.15,6.03,14.05
726,2001-10-10,166.29,132.82,6.53,15.01,299.25,4.85,308.88,5.03,304.23,5.83,306.65,6.82,133.53,9.83,104.66,13.74,81.76,28.21,1200.32,6.04,13.98
727,2001-10-11,166.91,132.57,6.61,15.03,298.24,4.92,307.88,5.1,303.29,5.89,305.56,6.89,133.54,9.83,104.95,13.68,82.07,28.11,1196.39,6.11,13.95
728,2001-10-12,167.11,132.64,6.6,15.01,298.59,4.89,308.24,5.07,303.67,5.86,306.06,6.86,134.05,9.78,105.38,13.6,82.27,28.05,1198.03,6.08,13.88
729,2001-10-15,167.27,132.79,6.58,15.02,299.24,4.85,308.97,5.02,304.27,5.83,306.93,6.8,134.85,9.68,106.08,13.39,83.3,27.69,1200.85,6.04,13.71
730,2001-10-16,167.99,133.04,6.52,15.02,299.71,4.83,309.56,4.99,304.78,5.8,307.82,6.77,135.15,9.61,106.22,13.37,83.39,27.67,1203.42,6.01,13.67
731,2001-10-17,168.79,133.63,6.46,14.87,299.98,4.83,309.99,4.98,305.4,5.78,308.6,6.74,135.34,9.6,106.42,13.33,84.37,27.46,1205.94,5.99,13.64
732,2001-10-18,168.58,133.63,6.47,14.87,300.09,4.81,310.14,4.96,305.07,5.8,308.69,6.73,135.43,9.59,106.45,13.34,84.42,27.51,1205.54,5.99,13.65
733,2001-10-19,169.03,133.68,6.46,14.86,299.31,4.85,309.68,4.98,304.78,5.82,307.87,6.78,135.23,9.62,106.37,13.38,84.43,27.54,1203.51,6.02,13.68
734,2001-10-22,169.26,133.68,6.46,14.92,299.43,4.85,309.74,4.99,304.92,5.82,307.83,6.79,135.55,9.58,106.39,13.38,84.44,27.61,1203.78,6.02,13.67
735,2001-10-23,169.49,133.7,6.47,14.92,299.5,4.85,309.59,5.0,304.68,5.83,307.49,6.81,135.63,9.57,106.39,13.4,85.1,27.45,1202.76,6.04,13.66
736,2001-10-24,169.75,133.8,6.45,14.96,300.38,4.8,310.52,4.93,305.61,5.78,308.63,6.76,135.82,9.53,106.5,13.39,84.8,27.55,1206.72,5.99,13.65
737,2001-10-25,170.06,134.06,6.38,14.96,301.53,4.71,311.28,4.87,306.41,5.73,309.37,6.72,136.01,9.49,106.77,13.33,84.88,27.52,1209.78,5.93,13.6
738,2001-10-26,170.11,134.24,6.39,14.83,301.9,4.7,311.48,4.86,306.39,5.73,309.41,6.72,136.09,9.49,106.81,13.32,85.15,27.43,1209.96,5.93,13.58
739,2001-10-29,170.81,134.47,6.33,14.84,302.68,4.65,312.3,4.81,307.14,5.69,310.23,6.68,136.31,9.46,107.15,13.26,85.48,27.41,1213.03,5.89,13.55
740,2001-10-30,171.05,134.53,6.26,14.98,303.58,4.57,313.23,4.73,307.6,5.65,310.5,6.65,136.4,9.44,107.04,13.3,85.19,27.56,1214.87,5.85,13.57
741,2001-10-31,171.98,134.58,6.32,14.64,305.31,4.52,314.98,4.7,309.57,5.56,312.76,6.63,136.63,9.17,106.94,13.37,85.61,27.11,1222.87,5.81,13.4
742,2001-11-01,173.12,134.78,6.29,14.7,306.06,4.52,315.51,4.7,310.37,5.54,313.72,6.59,136.69,9.11,106.92,13.31,85.74,26.81,1226.08,5.79,13.3
743,2001-11-02,172.38,134.69,6.3,14.65,304.3,4.6,313.76,4.78,308.22,5.64,311.03,6.71,136.61,9.12,107.04,13.29,86.03,26.74,1217.13,5.89,13.3
744,2001-11-05,172.55,134.76,6.28,14.69,305.41,4.55,315.01,4.72,309.38,5.59,312.34,6.66,136.82,9.11,107.38,13.24,86.26,26.72,1221.95,5.84,13.27
745,2001-11-06,173.16,134.97,6.25,14.72,306.08,4.5,315.68,4.67,310.16,5.53,312.95,6.63,136.95,9.09,107.27,13.24,86.17,26.75,1224.7,5.79,13.27
746,2001-11-07,172.54,135.15,6.22,14.72,307.15,4.44,317.02,4.59,311.75,5.44,314.19,6.57,137.22,9.03,107.58,13.18,86.3,26.73,1230.2,5.72,13.21
747,2001-11-08,172.64,135.13,6.24,14.71,305.82,4.52,315.85,4.67,310.51,5.52,313.09,6.64,137.31,9.02,108.34,13.02,86.45,26.72,1225.58,5.79,13.13
748,2001-11-09,172.83,135.0,6.25,14.69,305.5,4.55,315.76,4.69,310.28,5.54,313.06,6.65,137.59,8.98,108.5,12.99,86.53,26.7,1225.02,5.81,13.1
749,2001-11-12,172.94,135.05,6.25,14.72,305.66,4.54,315.92,4.68,310.44,5.54,313.24,6.65,137.69,8.98,108.57,13.0,86.67,26.74,1225.69,5.8,13.11
750,2001-11-13,172.98,135.14,6.28,14.57,304.83,4.6,314.98,4.75,309.69,5.59,312.46,6.69,137.62,8.99,108.71,12.98,86.78,26.72,1222.59,5.85,13.11
751,2001-11-14,173.04,135.06,6.3,14.58,303.07,4.73,313.55,4.86,308.32,5.68,310.85,6.79,137.58,9.0,109.02,12.92,87.48,26.49,1216.76,5.95,13.08
752,2001-11-15,173.65,134.94,6.35,14.54,300.04,4.94,310.52,5.07,304.97,5.89,307.26,6.97,137.57,8.97,109.72,12.64,88.94,25.76,1203.46,6.15,12.87
753,2001-11-16,173.16,134.64,6.42,14.54,298.15,5.06,308.51,5.21,303.04,6.02,305.25,7.08,137.87,8.91,110.12,12.55,89.7,25.53,1195.74,6.27,12.78
754,2001-11-19,173.77,134.8,6.41,14.53,300.13,4.92,310.55,5.06,305.49,5.86,307.86,6.94,138.4,8.84,110.36,12.52,89.98,25.52,1205.29,6.12,12.73
755,2001-11-20,174.06,134.9,6.41,14.5,298.84,4.99,309.27,5.13,304.09,5.94,306.35,7.03,138.44,8.84,110.62,12.48,90.36,25.43,1199.72,6.2,12.72
756,2001-11-21,173.28,134.63,6.48,14.49,297.76,5.08,308.19,5.23,303.0,6.02,305.57,7.09,138.69,8.81,110.64,12.48,90.42,25.42,1195.9,6.28,12.7
757,2001-11-22,173.42,134.69,6.47,14.5,297.81,5.08,308.24,5.23,303.05,6.02,305.63,7.09,138.73,8.79,110.67,12.48,90.46,25.44,1196.12,6.28,12.69
758,2001-11-23,173.54,134.63,6.48,14.54,297.05,5.14,307.48,5.29,302.48,6.07,305.27,7.13,138.88,8.77,110.69,12.48,90.52,25.44,1194.06,6.33,12.68
759,2001-11-26,173.76,134.52,6.63,14.44,297.13,5.15,307.84,5.27,302.84,6.05,305.49,7.13,139.01,8.76,110.71,12.49,90.29,25.61,1195.23,6.32,12.7
760,2001-11-27,173.66,134.53,6.66,14.37,298.03,5.06,309.02,5.17,304.34,5.95,307.41,7.02,139.44,8.69,111.0,12.43,90.45,25.54,1201.48,6.22,12.64
761,2001-11-28,174.97,134.91,6.54,14.41,299.25,5.0,309.12,5.18,304.38,5.95,307.09,7.04,139.71,8.66,111.33,12.36,90.78,25.49,1201.3,6.22,12.59
762,2001-11-29,175.23,134.94,6.53,14.43,302.06,4.8,311.83,4.99,307.37,5.76,310.16,6.86,140.24,8.59,111.1,12.39,90.34,25.66,1212.96,6.03,12.58
763,2001-11-30,176.25,135.18,6.61,15.43,302.28,4.8,311.97,5.01,307.56,5.76,309.78,6.86,140.21,8.87,111.17,11.67,89.89,26.9,1212.84,6.06,12.67
764,2001-12-03,176.55,135.19,6.61,15.45,302.78,4.77,312.23,5.0,307.42,5.77,310.03,6.83,140.29,8.8,111.16,11.66,89.9,26.81,1213.21,6.05,12.62
765,2001-12-04,177.03,135.48,6.55,15.42,303.45,4.73,312.95,4.95,308.59,5.7,311.01,6.79,140.28,8.81,110.85,11.72,90.29,26.77,1217.18,6.0,12.66
766,2001-12-05,176.42,135.17,6.64,15.39,300.18,4.97,309.75,5.18,305.19,5.93,307.48,7.0,139.81,8.89,110.89,11.72,90.55,26.62,1203.76,6.22,12.66
767,2001-12-06,176.28,134.75,6.73,15.55,298.82,5.05,308.7,5.25,304.12,6.0,306.2,7.07,139.6,8.91,111.09,11.67,90.24,26.78,1199.22,6.29,12.68
768,2001-12-07,175.81,134.41,6.81,15.55,297.23,5.13,307.06,5.34,302.15,6.11,304.06,7.17,139.39,8.94,111.17,11.66,90.54,26.73,1191.44,6.39,12.7
769,2001-12-10,175.94,134.43,6.8,15.64,297.89,5.07,307.84,5.28,302.79,6.07,304.37,7.15,138.37,9.11,111.1,11.69,90.81,26.92,1193.52,6.35,12.83
770,2001-12-11,176.31,133.79,6.76,16.23,298.63,5.0,308.6,5.21,303.3,6.02,304.37,7.13,138.23,9.14,110.91,11.74,90.75,26.95,1194.91,6.31,12.86
771,2001-12-12,176.99,134.08,6.7,16.24,299.92,4.94,309.99,5.14,304.89,5.94,306.1,7.06,137.83,9.2,110.74,11.77,90.67,26.82,1201.21,6.24,12.89
772,2001-12-13,177.18,133.97,6.74,16.27,297.3,5.12,308.17,5.27,302.83,6.08,304.3,7.16,138.22,9.17,110.33,11.85,90.14,27.01,1193.6,6.36,12.92
773,2001-12-14,176.69,133.79,6.79,16.3,296.78,5.17,307.31,5.34,301.9,6.15,303.3,7.23,137.49,9.27,110.14,11.89,89.74,27.19,1189.94,6.43,13.01
774,2001-12-17,175.98,133.35,6.89,16.23,296.3,5.2,306.93,5.36,301.28,6.18,302.67,7.25,137.41,9.26,110.07,11.87,89.63,26.99,1187.63,6.46,12.96
775,2001-12-18,176.56,133.58,6.83,16.33,297.61,5.11,308.24,5.27,302.59,6.11,304.35,7.17,137.96,9.19,110.09,11.88,89.64,27.0,1193.36,6.38,12.93
776,2001-12-19,177.08,133.87,6.79,16.3,298.74,5.06,309.36,5.22,303.93,6.04,305.94,7.1,138.13,9.18,109.89,11.91,89.6,27.03,1198.85,6.31,12.94
777,2001-12-20,176.88,133.96,6.79,16.33,298.54,5.08,309.11,5.25,304.0,6.05,305.99,7.11,138.19,9.16,109.98,11.89,89.76,26.99,1198.89,6.32,12.93
778,2001-12-21,177.6,134.02,6.79,16.32,298.29,5.1,309.06,5.25,303.81,6.07,305.83,7.12,138.25,9.15,110.1,11.89,90.12,26.94,1198.26,6.34,12.92
779,2001-12-24,177.52,133.73,6.81,16.51,297.86,5.13,308.62,5.28,303.32,6.1,305.31,7.16,138.27,9.16,110.13,11.9,90.2,27.0,1196.33,6.37,12.94
780,2001-12-26,177.26,133.58,6.85,16.52,297.22,5.18,308.14,5.33,302.7,6.15,304.73,7.2,138.24,9.17,110.14,11.9,90.12,27.04,1194.03,6.42,12.95
781,2001-12-27,176.84,133.54,6.83,16.71,298.34,5.1,309.43,5.23,304.06,6.06,306.39,7.12,138.67,9.11,110.1,11.93,90.11,27.06,1199.78,6.33,12.93
782,2001-12-28,176.89,133.32,6.82,16.97,298.51,5.05,309.15,5.24,303.81,6.06,306.04,7.14,138.64,9.13,110.18,11.92,89.99,27.18,1198.68,6.34,12.95
783,2001-12-31,177.06,133.48,6.87,16.87,300.08,5.04,310.65,5.18,305.58,6.0,307.98,6.99,138.86,9.05,110.28,11.51,89.71,27.21,1205.7,6.25,12.81
784,2002-01-02,177.36,133.35,6.91,16.94,298.35,5.16,309.02,5.3,303.83,6.12,306.22,7.1,138.56,9.09,110.44,11.47,89.82,27.14,1198.88,6.36,12.8
785,2002-01-03,177.75,133.39,6.91,16.92,298.73,5.14,309.55,5.27,304.56,6.08,307.18,7.05,139.15,9.01,111.06,11.36,90.87,26.84,1201.95,6.32,12.69
786,2002-01-04,178.2,133.52,6.9,16.88,298.77,5.13,309.42,5.27,304.4,6.08,307.31,7.03,139.36,8.99,111.32,11.32,91.57,26.65,1201.83,6.32,12.65
787,2002-01-07,178.64,133.88,6.82,16.92,300.41,5.02,310.96,5.17,306.08,5.98,309.01,6.94,139.75,8.94,111.54,11.29,91.93,26.61,1208.36,6.22,12.61
788,2002-01-08,179.18,133.77,6.82,17.05,300.1,5.04,310.66,5.19,305.67,6.01,308.76,6.96,139.85,8.93,111.56,11.28,92.12,26.6,1207.11,6.25,12.61
789,2002-01-09,179.31,133.72,6.84,17.05,300.51,5.01,310.89,5.17,306.0,5.98,309.0,6.95,140.0,8.92,111.72,11.27,92.4,26.54,1208.2,6.23,12.59
790,2002-01-10,179.7,134.05,6.77,17.03,302.05,4.92,312.46,5.07,307.75,5.88,310.56,6.86,140.35,8.87,111.98,11.22,92.77,26.38,1214.64,6.13,12.52
791,2002-01-11,179.79,134.23,6.74,17.04,303.54,4.79,314.09,4.93,309.15,5.77,311.68,6.78,140.52,8.84,112.0,11.22,92.87,26.36,1219.85,6.03,12.51
792,2002-01-14,180.28,134.29,6.7,17.25,303.56,4.81,314.14,4.94,309.18,5.78,311.76,6.78,140.53,8.86,112.22,11.19,92.95,26.39,1220.05,6.03,12.51
793,2002-01-15,180.41,134.32,6.7,17.24,304.0,4.79,314.63,4.91,309.71,5.75,312.36,6.74,140.46,8.85,111.8,11.24,92.05,26.72,1222.19,6.0,12.56
794,2002-01-16,180.48,134.41,6.7,17.25,303.8,4.82,314.24,4.95,309.41,5.77,311.92,6.77,140.2,8.87,111.7,11.24,91.51,26.87,1220.77,6.03,12.59
795,2002-01-17,180.28,134.25,6.73,17.27,302.57,4.91,313.07,5.04,307.84,5.89,310.43,6.86,139.81,8.94,111.6,11.25,91.21,26.99,1215.0,6.13,12.63
796,2002-01-18,180.46,134.21,6.74,17.3,303.37,4.86,313.97,4.98,308.81,5.82,311.24,6.81,139.85,8.94,111.52,11.26,91.12,27.03,1218.49,6.07,12.64
797,2002-01-21,180.62,134.35,6.72,17.33,303.53,4.85,314.13,4.97,308.98,5.81,311.42,6.81,139.95,8.94,111.61,11.27,91.23,27.08,1219.17,6.06,12.66
798,2002-01-22,180.64,134.18,6.72,17.49,303.26,4.88,313.84,5.0,308.89,5.83,311.22,6.83,139.81,8.95,111.6,11.26,91.48,27.04,1218.5,6.08,12.66
